   .Foto #1	-- Fecha	02/09/2025---10:02:17 a. m.
   	Wavelength	Dark Substract	
3.675242E+2	-1.781733E+0
3.676348E+2	5.017523E+0
3.677453E+2	-3.235791E+0
3.678559E+2	5.181361E+0
3.679664E+2	8.847225E+0
3.680770E+2	2.007009E+0
3.681875E+2	7.085972E+0
3.682980E+2	-8.867705E+0
3.684085E+2	9.830250E-1
3.685189E+2	1.044464E+0
3.686294E+2	2.723798E+0
3.687399E+2	-2.007009E+0
3.688503E+2	-3.071953E+0
3.689607E+2	2.088928E+0
3.690711E+2	1.357803E+1
3.691815E+2	7.208850E+0
3.692919E+2	-8.191875E-1
3.694023E+2	-4.423612E+0
3.695127E+2	8.540030E+0
3.696230E+2	1.581032E+1
3.697333E+2	4.833206E+0
3.698437E+2	1.171438E+1
3.699540E+2	6.389662E+0
3.700643E+2	6.000548E+0
3.701746E+2	3.379148E+0
3.702848E+2	5.529516E+0
3.703951E+2	4.669369E+0
3.705054E+2	1.535977E+0
3.706156E+2	3.174352E+0
3.707258E+2	4.587450E+0
3.708360E+2	-3.993539E+0
3.709462E+2	8.826745E+0
3.710564E+2	-2.887636E+0
3.711666E+2	2.457562E-1
3.712767E+2	1.132527E+1
3.713869E+2	-4.177856E+0
3.714970E+2	3.563466E+0
3.716072E+2	1.085423E+0
3.717173E+2	6.410142E+0
3.718274E+2	6.655898E+0
3.719374E+2	5.119922E-1
3.720475E+2	1.927139E+1
3.721576E+2	1.226733E+1
3.722676E+2	6.348703E+0
3.723777E+2	2.519002E+0
3.724877E+2	8.191875E+0
3.725977E+2	9.994087E+0
3.727077E+2	1.239021E+1
3.728177E+2	3.768262E+0
3.729277E+2	7.085972E+0
3.730376E+2	-6.348703E+0
3.731476E+2	4.526011E+0
3.732575E+2	3.338189E+0
3.733674E+2	-5.386158E+0
3.734773E+2	8.949623E+0
3.735872E+2	4.014019E+0
3.736971E+2	8.540030E+0
3.738070E+2	1.150958E+1
3.739168E+2	1.249261E+0
3.740267E+2	7.782281E-1
3.741365E+2	4.976564E+0
3.742463E+2	3.420108E+0
