   .Foto #1	-- Fecha	02/09/2025---10:02:06 a. m.
   	Wavelength	Dark Substract	
3.847317E+2	3.051473E+0
3.848403E+2	8.662908E+0
3.849489E+2	1.454058E+0
3.850575E+2	3.850181E+0
3.851661E+2	4.034498E+0
3.852747E+2	1.036272E+1
3.853833E+2	5.672873E+0
3.854918E+2	9.420656E+0
3.856003E+2	-4.034498E+0
3.857089E+2	6.328223E+0
3.858174E+2	-8.478591E+0
3.859259E+2	9.625453E-1
3.860344E+2	6.553500E-1
3.861429E+2	9.174900E+0
3.862513E+2	1.327084E+1
3.863598E+2	1.617895E+0
3.864683E+2	5.099442E+0
3.865767E+2	9.604973E+0
3.866851E+2	-3.153872E+0
3.867935E+2	7.823241E+0
3.869019E+2	3.706823E+0
3.870103E+2	2.867156E+0
3.871187E+2	-3.686344E-1
3.872270E+2	9.871209E+0
3.873354E+2	-6.758297E+0
3.874437E+2	1.054704E+1
3.875520E+2	5.693353E+0
3.876604E+2	1.277932E+1
3.877687E+2	1.468394E+1
3.878769E+2	1.216493E+1
3.879852E+2	5.529516E-1
3.880935E+2	5.713833E+0
3.882017E+2	9.564014E+0
3.883100E+2	1.124335E+1
3.884182E+2	7.618444E+0
3.885264E+2	7.167891E+0
3.886346E+2	8.560509E+0
3.887428E+2	3.686344E+0
3.888510E+2	5.365678E+0
3.889592E+2	6.635419E+0
3.890673E+2	1.433578E+0
3.891755E+2	5.570475E+0
3.892836E+2	8.376192E+0
3.893917E+2	2.969555E+0
3.894998E+2	5.283759E+0
3.896079E+2	1.638375E+0
3.897160E+2	4.833206E+0
3.898241E+2	1.925091E+0
3.899321E+2	-7.700362E+0
3.900402E+2	1.781733E+0
3.901482E+2	9.441136E+0
3.902562E+2	1.357803E+1
3.903643E+2	3.440587E+0
3.904723E+2	1.904611E+0
3.905802E+2	1.167342E+1
3.906882E+2	1.064944E+0
3.907962E+2	5.078963E+0
3.909041E+2	1.515497E+0
3.910121E+2	5.836711E+0
3.911200E+2	9.174900E+0
3.912279E+2	2.908116E+0
3.913358E+2	2.047969E+0
3.914437E+2	-6.143906E-2
3.915516E+2	8.212355E+0
3.916595E+2	7.229330E+0
3.917673E+2	8.191875E+0
3.918752E+2	2.744278E+0
3.919830E+2	-3.379148E+0
3.920908E+2	2.621400E+0
3.921986E+2	3.420108E+0
3.923064E+2	-2.007009E+0
3.924142E+2	5.181361E+0
3.925220E+2	7.516045E+0
3.926297E+2	1.308652E+1
3.927375E+2	-1.638375E-1
3.928452E+2	-9.011062E-1
3.929530E+2	1.040368E+1
3.930607E+2	1.136623E+1
3.931684E+2	-1.228781E-1
3.932761E+2	8.662908E+0
3.933837E+2	-1.310700E+0
3.934914E+2	5.038003E+0
3.935991E+2	3.133392E+0
3.937067E+2	1.351659E+1
3.938143E+2	-8.191875E-2
3.939219E+2	6.307744E+0
3.940296E+2	4.751287E+0
3.941372E+2	2.539481E+0
3.942447E+2	1.011697E+1
3.943523E+2	1.023984E-1
3.944599E+2	6.410142E+0
3.945674E+2	-5.836711E+0
3.946749E+2	5.836711E+0
3.947825E+2	1.761253E+0
3.948900E+2	-2.211806E+0
3.949975E+2	9.666412E+0
3.951050E+2	3.071953E-1
3.952124E+2	1.519593E+1
3.953199E+2	1.308652E+1
3.954274E+2	-2.293725E+0
3.955348E+2	-5.283759E+0
3.956422E+2	3.276750E+0
3.957497E+2	-1.208302E+0
3.958571E+2	1.234925E+1
3.959645E+2	7.393167E+0
3.960718E+2	1.028080E+1
3.961792E+2	1.107951E+1
3.962866E+2	8.724347E+0
3.963939E+2	1.679334E+0
3.965012E+2	8.601469E+0
3.966086E+2	-3.276750E+0
3.967159E+2	3.604425E+0
3.968232E+2	-2.662359E-1
3.969305E+2	1.556456E+0
3.970377E+2	2.887636E+0
3.971450E+2	-5.509036E+0
